Severity,Humidity(%),Weather_Condition,Bump,Crossing,Junction,Roundabout,Stop,Traffic_Signal,Sunrise_Sunset,Temperature_C,Wind_Speed_ms,Visibility_km,Hour,DayOfWeek
3,79.0,121,0,0,1,0,0,0,1,22.6,3.6,16.1,22,3
2,76.0,90,0,0,0,0,0,0,1,1.7,3.1,16.1,7,0
2,70.0,32,0,0,0,0,0,0,1,16.7,3.1,16.1,8,0
2,32.0,32,0,0,0,0,0,0,1,15.6,7.2,16.1,15,2
1,8.0,90,0,0,0,0,0,1,1,33.9,6.3,16.1,20,0
2,50.0,32,0,0,0,0,0,0,1,27.2,5.4,16.1,13,4
2,83.0,36,0,0,0,0,0,0,1,12.2,3.1,16.1,19,3
2,44.0,90,0,0,0,0,0,0,1,14.4,5.4,16.1,16,3
2,23.0,142,0,0,0,0,0,0,1,35.6,3.1,16.1,8,0
2,63.0,32,0,0,0,0,0,0,1,18.9,4.1,16.1,10,2
2,64.0,90,0,0,0,0,0,0,1,12.8,0.0,16.1,13,1
2,97.0,90,0,0,0,0,0,0,1,6.1,0.0,16.1,7,2
2,60.0,142,0,0,0,0,0,1,1,3.0,3.1,80.5,7,2
3,37.0,90,0,0,0,0,0,0,1,23.9,6.7,16.1,16,5
2,54.0,40,0,0,0,0,0,0,1,12.2,2.7,16.1,12,6
2,89.0,14,0,0,0,0,0,0,1,11.1,4.5,16.1,0,4
2,100.0,14,0,0,0,0,0,0,1,-1.1,3.6,1.2,8,4
2,72.0,14,0,1,0,0,0,0,1,16.1,0.0,16.1,13,1
2,70.0,90,0,0,1,0,0,0,1,5.0,2.2,16.1,2,1
3,96.0,15,0,0,1,0,0,0,1,-1.7,5.1,2.9,9,1
2,80.0,14,0,0,0,0,0,0,1,-2.2,1.3,16.1,8,4
2,40.0,142,0,1,0,0,0,1,1,20.0,2.6,16.1,17,3
2,82.0,90,0,0,0,0,0,0,1,11.1,0.0,16.1,7,0
2,84.0,90,0,0,0,0,0,0,1,26.1,0.0,16.1,8,4
3,63.0,142,0,0,0,0,0,0,1,21.1,3.1,16.1,14,2
2,87.0,14,0,0,1,0,0,0,1,15.0,2.2,16.1,4,0
2,65.0,40,0,0,0,0,0,1,1,28.3,3.6,16.1,11,3
2,34.0,90,0,0,0,0,0,0,1,23.3,4.5,16.1,8,4
2,36.0,142,0,0,0,0,0,0,1,31.9,3.6,16.1,18,2
2,38.0,14,0,0,0,0,0,0,1,8.9,6.7,16.1,17,0
2,67.0,90,0,1,0,0,1,0,1,13.9,2.2,16.1,18,2
3,31.0,40,0,0,0,0,0,0,1,36.1,3.6,16.1,16,3
2,34.0,121,0,0,0,0,0,0,1,32.2,2.1,16.1,17,0
2,28.0,40,0,1,0,0,0,1,1,10.0,1.3,16.1,19,4
2,94.0,90,0,1,0,0,0,1,1,25.0,2.7,16.1,20,1
3,64.0,142,0,0,0,0,0,0,1,15.6,1.6,16.1,9,4
3,96.0,14,0,0,0,0,0,0,1,22.8,1.3,16.1,8,2
2,58.0,90,0,0,0,0,0,0,1,33.3,0.0,16.1,13,4
2,59.0,121,0,0,0,0,0,0,1,30.0,2.1,16.1,15,6
2,61.0,52,0,1,0,0,0,1,1,21.7,5.8,11.3,17,3
3,93.0,36,0,1,0,0,0,0,1,0.0,2.6,6.4,17,4
2,24.0,32,0,1,0,0,1,0,1,31.1,5.4,16.1,16,3
2,82.0,36,0,1,0,0,0,1,1,5.6,3.1,16.1,11,2
2,76.0,121,0,0,0,0,0,0,1,19.4,4.1,16.1,19,3
2,94.0,36,0,0,0,0,0,0,1,17.5,8.2,16.1,12,3
3,73.0,14,0,0,0,0,0,0,1,19.4,2.7,16.1,8,2
2,82.0,90,0,0,0,0,0,0,1,5.6,2.2,16.1,8,4
2,84.0,32,0,0,0,0,0,0,1,25.0,3.6,16.1,7,1
3,100.0,14,0,0,0,0,0,0,1,18.9,3.6,1.6,10,1
2,58.0,142,0,0,0,0,0,0,1,11.0,3.1,16.1,18,0
2,85.0,15,0,0,1,0,0,0,1,-12.2,4.5,3.2,8,4
2,100.0,92,0,0,0,0,0,0,1,10.6,1.3,0.4,1,1
2,57.0,32,0,0,0,0,0,1,1,13.9,5.1,16.1,7,1
2,93.0,92,0,0,1,0,0,0,1,6.7,1.3,3.2,7,3
2,55.0,32,0,1,0,0,0,1,1,30.6,8.2,16.1,12,1
2,55.0,32,0,0,0,0,0,0,1,22.2,8.8,16.1,17,2
2,80.0,5,0,0,0,0,0,0,1,15.6,5.4,11.3,4,1
2,42.0,90,0,0,0,0,0,0,1,22.8,0.0,16.1,7,5
2,41.0,142,0,1,0,0,0,1,1,14.4,1.6,16.1,13,4
2,74.0,5,0,0,0,0,0,0,1,11.7,5.1,16.1,18,1
3,49.0,101,0,0,1,0,0,0,1,30.6,3.1,9.7,14,0
2,49.0,90,0,0,0,0,0,0,1,20.6,6.3,16.1,14,5
3,88.0,142,0,0,0,0,0,0,1,26.1,3.1,16.1,7,3
2,79.0,142,0,1,0,0,0,0,1,16.1,2.6,16.1,3,4
2,87.0,40,0,0,0,0,0,0,1,25.6,1.3,16.1,22,6
2,57.0,14,0,0,0,0,0,1,1,6.1,3.1,16.1,18,1
2,24.0,90,0,1,0,0,0,1,1,33.9,2.2,16.1,13,1
2,72.0,14,0,0,1,0,0,0,1,12.8,2.7,16.1,2,0
4,93.0,40,0,0,0,0,0,0,1,23.3,2.1,16.1,20,0
2,52.0,90,0,0,0,0,0,0,1,24.4,0.0,16.1,8,3
3,52.0,32,0,0,0,0,0,0,1,8.9,0.0,16.1,16,4
2,36.0,40,0,0,0,0,0,0,1,36.7,3.6,16.1,17,6
2,92.0,15,0,0,0,0,0,0,1,-11.0,2.1,1.6,11,2
3,41.0,142,0,0,0,0,0,0,1,23.0,3.1,32.2,13,0
2,43.0,142,0,0,0,0,0,0,1,32.2,7.7,16.1,17,0
2,79.0,40,0,0,0,0,0,1,1,27.2,4.0,16.1,17,1
2,58.0,32,0,0,0,0,1,0,1,17.2,4.5,16.1,21,2
3,52.0,32,0,0,0,0,0,0,1,18.3,7.2,16.1,12,3
2,57.0,90,0,0,0,0,0,0,1,3.9,2.7,16.1,8,0
2,49.0,142,0,0,0,0,0,1,1,20.0,2.6,16.1,18,0
2,45.0,90,0,1,0,0,0,1,1,32.8,1.3,16.1,8,4
2,47.0,40,0,0,0,0,0,0,1,26.7,8.8,16.1,15,2
3,57.0,40,0,0,0,0,0,0,1,-4.4,4.1,16.1,7,3
2,81.0,90,0,0,0,0,0,0,1,21.7,5.4,16.1,8,4
2,59.0,40,0,0,0,0,1,0,1,23.3,3.6,16.1,8,4
2,75.0,14,0,0,0,0,0,1,1,18.9,5.8,16.1,8,4
2,47.0,142,0,0,0,0,0,0,1,6.7,5.7,16.1,16,0
3,75.0,142,0,0,0,0,0,0,1,31.0,2.1,16.1,10,3
2,75.0,142,0,0,1,0,0,0,1,15.0,2.1,16.1,7,4
1,34.0,90,0,0,0,0,0,1,1,17.8,4.0,16.1,10,3
2,52.0,142,0,1,0,0,1,0,1,8.9,3.1,16.1,11,2
2,75.0,90,0,0,0,0,0,0,1,1.1,1.3,16.1,7,4
2,43.0,32,0,0,0,0,0,0,1,26.5,9.3,16.1,14,3
2,97.0,5,0,0,0,0,0,0,1,17.2,5.7,16.1,19,3
2,18.0,32,0,0,0,0,0,0,1,18.9,0.0,14.5,13,5
2,81.0,14,0,0,0,0,0,0,1,18.9,3.1,16.1,11,5
2,61.0,90,0,0,0,0,0,0,1,-1.1,4.5,16.1,7,2
2,38.0,90,0,0,0,0,0,0,1,12.2,7.6,16.1,1,5
3,32.0,32,0,0,0,0,0,0,1,20.6,0.0,16.1,18,1
2,79.0,90,0,0,0,0,0,0,1,5.0,3.6,16.1,3,4
2,46.0,90,0,1,0,0,0,1,1,23.9,4.5,16.1,15,3
2,100.0,90,0,0,0,0,0,0,1,5.0,0.0,6.4,5,0
2,26.0,90,0,0,0,0,1,0,1,32.8,2.7,16.1,8,4
3,59.0,90,0,0,0,0,0,0,1,21.1,6.7,16.1,20,3
3,74.0,142,0,0,0,0,0,0,1,29.0,3.1,16.1,8,1
2,93.0,15,0,0,0,0,0,0,1,-2.2,4.0,6.4,17,3
3,71.0,142,0,0,0,0,0,0,1,26.7,4.1,16.1,8,2
2,22.0,90,0,0,0,0,0,1,1,18.9,3.1,16.1,16,3
2,25.0,90,0,0,0,0,0,0,1,37.2,5.4,16.1,16,0
3,89.0,36,0,0,0,0,0,0,1,-2.8,6.2,4.0,11,1
2,50.0,32,0,0,1,0,0,0,1,20.0,8.9,16.1,16,5
2,86.0,40,0,0,0,0,0,0,1,10.0,3.1,16.1,8,2
2,80.0,90,0,0,0,0,0,1,1,8.3,4.0,8.0,9,6
2,93.0,40,0,0,0,0,0,0,1,15.6,2.1,16.1,7,0
2,21.0,90,0,0,0,0,0,0,1,12.8,2.2,16.1,8,4
2,72.0,14,0,0,0,0,0,0,1,-2.8,7.2,16.1,12,5
2,56.0,5,0,0,1,0,0,0,1,24.4,1.3,16.1,15,1
2,87.0,90,0,0,0,0,0,0,1,21.1,3.1,16.1,6,2
2,49.0,90,0,0,0,0,0,0,1,5.0,4.0,16.1,8,4
3,93.0,142,0,0,0,0,0,0,1,5.0,1.6,16.1,6,1
2,61.0,32,0,0,0,0,0,0,1,29.4,5.8,16.1,15,3
2,64.0,14,0,0,0,0,0,0,1,-10.0,3.1,12.9,19,3
3,53.0,40,0,0,0,0,0,0,1,31.7,4.5,16.1,12,5
2,100.0,14,0,0,0,0,0,1,1,12.2,0.0,14.5,4,3
2,33.0,90,0,0,0,0,0,0,1,35.0,3.6,16.1,8,4
2,93.0,14,0,0,0,0,0,0,1,17.2,2.2,11.3,6,2
3,65.0,90,0,0,1,0,0,0,1,18.3,2.2,16.1,20,6
2,9.0,90,0,0,0,0,0,0,1,27.8,8.9,16.1,15,4
2,29.0,40,0,0,0,0,0,1,1,24.0,5.1,16.1,15,3
2,47.0,90,0,1,0,0,0,1,1,12.2,5.8,16.1,10,3
2,81.0,41,0,0,1,0,0,0,1,18.9,9.4,16.1,8,4
3,94.0,36,0,0,0,0,0,0,1,23.0,3.6,16.1,15,2
2,69.0,40,0,1,0,0,0,1,1,27.2,3.1,16.1,8,4
2,48.0,90,0,0,0,0,0,1,1,30.6,2.2,16.1,16,6
2,88.0,90,0,0,0,0,0,0,1,13.9,3.1,16.1,22,6
2,46.0,40,0,0,0,0,0,0,1,21.1,3.1,16.1,13,4
2,69.0,40,0,0,0,0,0,0,1,0.0,0.0,16.1,2,4
3,44.0,121,0,0,1,0,0,0,1,26.1,3.6,16.1,16,6
2,63.0,44,0,0,0,0,0,0,1,31.1,5.1,11.3,16,4
2,81.0,90,0,0,0,0,0,0,1,26.7,1.3,16.1,6,1
2,13.0,142,0,0,0,0,0,0,1,18.9,10.8,16.1,14,4
2,73.0,90,0,0,0,0,0,0,1,2.8,2.7,16.1,4,4
2,67.0,14,0,1,0,0,0,1,1,-11.1,2.2,16.1,18,1
2,37.0,90,0,0,0,0,0,0,1,20.0,4.0,16.1,15,0
2,53.0,142,0,0,0,0,0,0,1,21.1,3.1,16.1,9,3
2,56.0,90,0,0,0,0,0,0,1,18.9,0.0,16.1,10,5
3,26.0,32,0,0,0,0,0,0,1,18.0,3.6,16.1,13,0
2,100.0,15,0,0,0,0,0,0,1,0.0,4.6,1.6,11,0
2,63.0,90,0,0,0,0,0,0,1,12.8,4.0,16.1,8,4
4,41.0,40,0,0,0,0,0,0,1,11.1,3.6,16.1,17,2
2,66.0,90,0,0,0,0,0,0,1,1.7,0.0,11.3,1,4
3,26.0,91,0,0,0,0,0,0,1,22.8,9.4,16.1,16,1
4,70.0,14,0,0,0,0,0,0,1,-6.1,5.4,16.1,19,2
2,23.0,90,0,0,0,0,0,0,1,35.6,3.1,16.1,15,0
3,54.0,32,0,0,0,0,0,0,1,12.2,0.0,16.1,12,2
2,37.0,121,0,0,0,0,0,1,1,29.4,9.8,16.1,16,1
4,55.0,142,0,0,0,0,0,0,1,13.9,5.1,16.1,18,2
2,64.0,26,0,1,0,0,0,0,1,13.9,11.6,16.1,10,4
2,32.0,90,0,0,0,0,0,0,1,28.3,5.4,16.1,12,1
3,59.0,32,0,0,0,0,0,1,1,30.0,7.2,14.5,15,1
2,67.0,14,0,0,0,0,0,0,1,29.4,6.7,16.1,12,1
2,85.0,15,0,0,0,0,0,0,1,-7.2,1.3,8.0,9,2
2,87.0,142,0,0,0,0,0,1,1,18.9,2.1,2.9,5,4
2,66.0,142,0,1,0,0,0,1,1,22.2,4.1,16.1,16,1
3,43.0,142,0,0,0,0,0,0,1,21.0,3.6,16.1,18,4
2,44.0,32,0,0,0,0,0,0,1,34.4,6.2,16.1,16,1
2,35.0,142,0,0,1,0,0,0,1,26.7,3.1,16.1,17,3
3,66.0,121,0,0,0,0,0,0,1,23.9,4.6,16.1,8,2
2,41.0,90,0,0,0,0,0,0,1,27.2,3.1,16.1,8,4
2,88.0,36,0,0,0,0,0,0,1,5.3,7.2,16.1,17,3
2,41.0,90,0,0,0,0,0,1,1,3.3,3.1,16.1,9,1
2,84.0,40,0,1,0,0,1,0,1,22.2,3.1,16.1,8,3
2,94.0,121,0,0,0,0,0,0,1,22.0,1.6,6.4,7,4
2,52.0,40,0,0,0,0,0,1,1,11.7,2.7,16.1,14,6
3,47.0,40,0,0,0,0,0,0,1,-0.6,2.6,16.1,15,5
2,93.0,36,0,0,0,0,0,0,1,22.2,1.6,6.4,6,1
2,83.0,14,0,0,0,0,0,0,1,13.9,3.1,8.0,6,1
2,77.0,32,0,0,0,0,0,0,1,28.3,6.7,16.1,16,0
3,84.0,36,0,0,0,0,0,0,1,17.8,3.1,11.3,9,3
3,83.0,142,0,0,0,0,0,0,1,9.4,3.1,16.1,6,0
2,71.0,90,0,0,0,0,0,0,1,25.0,0.0,16.1,8,4
2,37.0,142,0,0,0,0,0,0,1,16.7,3.1,16.1,17,4
2,44.0,14,0,0,0,0,0,1,1,9.4,8.0,16.1,11,0
4,41.0,90,0,0,0,0,0,0,1,35.6,5.4,16.1,16,3
2,50.0,90,0,0,0,0,0,0,1,16.7,2.2,16.1,19,4
2,62.0,142,0,0,0,0,0,0,1,30.0,2.6,16.1,10,3
2,94.0,40,0,0,0,0,0,1,1,16.1,0.0,11.3,7,1
2,65.0,40,0,0,0,0,0,0,1,28.3,7.2,16.1,8,4
3,96.0,32,0,0,0,0,0,0,1,26.7,3.6,16.1,21,0
2,85.0,142,0,0,0,0,1,0,1,23.3,1.6,11.3,8,2
2,78.0,142,0,0,0,0,0,1,1,21.1,3.1,12.9,7,1
4,17.0,40,0,0,0,0,0,0,1,26.1,6.7,16.1,15,6
3,93.0,36,0,0,1,0,0,0,1,10.0,1.6,16.1,8,6
2,96.0,5,0,0,0,0,0,1,1,5.0,1.6,0.3,8,6
2,90.0,40,0,0,0,0,0,0,1,8.3,1.6,16.1,19,0
2,34.0,90,0,0,0,0,0,0,1,7.2,2.7,16.1,6,5
2,58.0,14,0,0,0,0,0,0,1,18.3,3.6,16.1,14,4
3,55.0,142,0,0,0,0,0,0,1,-1.0,2.6,16.1,8,1
3,64.0,142,0,0,0,0,0,0,1,11.7,3.1,16.1,19,2
2,25.0,90,0,0,0,0,0,0,1,15.6,2.7,16.1,16,0
3,71.0,142,0,0,0,0,0,0,1,8.0,2.6,16.1,2,4
2,63.0,5,0,0,0,0,0,0,1,18.3,8.9,16.1,9,5
2,58.0,90,0,0,0,0,0,0,1,28.9,3.6,16.1,17,4
2,79.0,142,0,0,0,0,0,0,1,23.9,3.6,16.1,9,0
3,77.0,121,0,0,0,0,0,0,1,10.0,3.1,16.1,5,5
2,43.0,32,0,0,0,0,0,0,1,22.8,1.3,16.1,8,4
2,82.0,14,0,0,0,0,0,0,1,5.6,1.3,12.9,11,5
2,52.0,90,0,0,0,0,0,1,1,27.2,3.6,16.1,13,2
3,52.0,40,0,0,0,0,0,0,1,33.9,4.5,16.1,14,3
2,67.0,40,0,0,0,0,0,0,1,12.8,2.2,16.1,8,2
2,44.0,40,0,0,0,0,0,0,1,25.0,0.0,16.1,17,2
2,77.0,32,0,0,0,0,0,1,1,13.9,1.3,16.1,9,0
2,72.0,40,0,0,0,0,0,0,1,16.0,3.1,16.1,9,0
3,89.0,15,0,0,0,0,0,0,1,-0.6,2.7,6.4,7,5
3,29.0,90,0,0,0,0,0,0,1,13.9,5.8,16.1,5,2
2,81.0,5,0,0,0,0,0,0,1,12.9,3.6,16.1,12,5
1,96.0,32,0,1,0,0,0,1,1,10.0,0.0,9.7,7,1
2,31.0,90,0,0,0,0,0,0,1,30.0,3.1,16.1,19,4
2,58.0,90,0,1,0,0,0,0,1,27.2,6.7,16.1,14,3
2,24.0,90,0,0,0,0,0,0,1,-1.1,1.3,16.1,11,5
3,23.0,90,0,0,1,0,0,0,1,12.8,1.3,16.1,12,5
4,95.0,40,0,0,0,0,0,0,1,22.8,0.0,16.1,3,2
2,86.0,5,0,0,0,0,0,0,1,8.9,2.2,14.5,18,0
2,80.0,101,0,0,0,0,0,0,1,13.3,0.0,9.7,20,0
2,38.0,142,0,0,0,0,0,0,1,22.1,5.1,16.1,11,3
3,68.0,32,0,0,0,0,0,0,1,-5.0,2.1,16.1,11,1
2,67.0,32,0,0,0,0,0,1,1,28.3,5.4,16.1,16,3
2,93.0,14,0,0,0,0,0,0,1,15.0,5.8,9.7,9,3
2,60.0,90,0,0,0,0,0,0,1,14.4,0.0,16.1,4,2
2,81.0,90,0,0,0,0,0,0,1,18.3,0.0,14.5,4,5
2,52.0,32,0,0,0,0,0,0,1,32.8,3.6,16.1,14,3
3,49.0,90,0,0,0,0,0,0,1,-5.0,5.4,16.1,7,3
2,29.0,40,0,1,0,0,0,1,1,16.1,2.1,16.1,15,4
3,67.0,40,0,0,0,0,0,0,1,30.0,2.7,16.1,16,3
3,34.0,90,0,0,0,0,0,0,1,16.1,4.0,16.1,9,1
2,53.0,32,0,1,0,0,0,1,1,28.3,7.6,16.1,8,4
2,90.0,14,0,0,0,0,0,0,1,15.0,4.0,16.1,8,6
2,93.0,5,0,0,0,0,0,0,1,15.6,2.6,9.7,8,4
2,42.0,142,0,0,0,0,0,0,1,21.7,5.7,16.1,16,4
2,31.0,90,0,0,0,0,0,0,1,15.0,0.0,16.1,16,2
2,25.0,40,0,0,1,0,0,0,1,22.8,5.8,16.1,15,1
3,75.0,90,0,0,0,0,0,0,1,0.0,0.0,16.1,9,0
2,76.0,90,0,0,0,0,0,0,1,24.4,3.1,16.1,21,1
2,71.0,91,0,0,0,0,0,0,1,7.2,10.7,16.1,16,0
2,56.0,90,0,0,0,0,0,0,1,3.9,2.2,16.1,13,2
2,15.0,40,0,0,0,0,0,0,1,38.3,3.1,16.1,8,4
2,63.0,10,0,0,0,0,0,0,1,29.4,5.8,16.1,18,6
2,50.0,90,0,0,0,0,0,0,1,32.8,3.6,16.1,8,4
2,73.0,14,0,0,0,0,1,0,1,2.8,3.1,16.1,8,2
2,68.0,32,0,0,0,0,0,1,1,22.2,6.3,16.1,6,3
2,78.0,36,0,0,0,0,0,0,1,-7.8,3.6,12.9,7,1
2,72.0,32,0,1,0,0,0,0,1,30.6,2.1,16.1,16,0
2,96.0,67,0,0,0,0,0,0,1,20.6,0.0,3.2,12,5
2,67.0,14,0,0,0,0,0,0,1,12.8,2.7,16.1,12,5
2,60.0,32,0,0,0,0,0,0,1,8.9,3.1,16.1,12,3
2,66.0,142,0,1,0,0,0,0,1,8.9,3.1,16.1,8,0
4,95.0,35,0,0,0,0,0,1,1,11.9,6.2,16.1,22,3
2,50.0,142,0,0,0,0,0,0,1,10.0,1.6,16.1,11,3
2,41.0,40,0,0,1,0,0,0,1,2.2,5.8,16.1,8,4
3,51.0,90,0,0,0,0,0,0,1,15.0,0.0,16.1,8,2
2,81.0,90,0,0,0,0,0,0,1,5.0,0.0,16.1,1,5
3,83.0,10,0,0,0,0,0,0,1,18.9,2.7,8.0,18,2
3,63.0,40,0,1,0,0,0,0,1,19.4,4.1,16.1,10,6
3,68.0,32,0,0,0,0,0,1,1,18.3,4.1,16.1,11,2
2,65.0,90,0,0,0,0,0,0,1,-5.0,2.2,16.1,18,0
2,90.0,67,0,0,0,0,0,0,1,18.3,1.3,4.8,8,4
2,37.0,14,0,0,0,0,0,0,1,16.7,7.6,16.1,8,4
2,81.0,36,0,0,0,0,0,1,1,7.0,3.1,16.1,13,6
2,97.0,44,0,0,0,0,0,0,1,7.2,0.0,1.6,16,0
2,92.0,16,0,0,1,0,0,0,1,-1.1,9.4,1.6,7,4
2,81.0,36,0,0,0,0,0,0,1,25.0,3.1,16.1,23,6
2,62.0,40,0,0,0,0,0,0,1,16.1,7.7,16.1,9,1
2,24.0,90,0,0,0,0,0,0,1,12.2,2.2,16.1,23,1
2,63.0,90,0,1,0,0,0,0,1,18.9,3.1,16.1,8,1
3,46.0,121,0,0,0,0,0,0,1,22.0,3.1,16.1,16,0
3,37.0,90,0,0,0,0,0,0,1,27.8,5.8,16.1,16,1
2,76.0,69,0,0,0,0,0,0,1,28.9,6.3,16.1,8,4
2,90.0,5,0,0,0,0,0,0,1,19.4,3.1,16.1,6,4
3,74.0,90,0,0,0,0,0,0,1,-3.9,4.0,16.1,7,3
2,57.0,14,0,0,0,0,0,0,1,12.8,7.6,16.1,21,2
2,70.0,90,0,0,0,0,0,0,1,0.6,1.3,16.1,4,2
2,91.0,40,0,0,0,0,0,0,1,24.4,3.6,16.1,8,1
2,61.0,90,0,0,0,0,0,0,1,22.8,2.2,16.1,8,4
2,71.0,14,0,0,0,0,0,0,1,22.2,8.0,16.1,10,1
3,44.0,142,0,0,0,0,0,0,1,13.0,3.1,16.1,3,6
2,13.0,90,0,0,0,0,0,0,1,33.9,3.6,16.1,16,4
2,32.0,40,0,1,0,0,0,1,1,19.0,2.1,16.1,15,2
2,84.0,32,0,0,0,0,0,1,1,20.6,5.4,16.1,9,2
2,94.0,32,0,0,0,0,0,0,1,23.9,0.0,16.1,2,1
3,50.0,90,0,0,0,0,0,0,1,18.3,5.4,16.1,13,5
3,59.0,36,0,0,0,0,0,0,1,21.7,1.6,16.1,11,2
2,47.0,90,0,0,0,0,0,0,1,12.8,2.7,16.1,10,5
2,58.0,40,0,0,0,0,0,0,1,30.0,4.0,16.1,16,1
2,27.0,90,0,0,0,0,0,0,1,28.9,0.0,16.1,8,4
2,83.0,36,0,0,0,0,0,0,1,10.0,3.6,11.3,10,3
2,34.0,142,0,0,0,0,0,1,1,15.0,3.1,16.1,17,0
4,33.0,142,0,0,0,0,0,0,1,3.0,5.1,16.1,20,4
2,22.0,32,0,0,0,0,0,0,1,21.7,4.5,16.1,12,4
2,100.0,90,0,0,0,0,0,0,1,7.8,0.0,3.2,23,2
2,77.0,40,0,0,0,0,1,0,1,11.7,4.0,16.1,12,3
2,55.0,90,0,0,0,0,0,0,1,22.8,1.3,16.1,8,4
2,91.0,14,0,1,0,0,1,0,1,22.2,2.7,6.4,17,3
2,86.0,5,0,0,1,0,0,0,1,7.2,3.1,16.1,8,4
2,84.0,142,0,0,0,0,0,1,1,16.7,3.1,16.1,8,2
2,68.0,90,0,0,0,0,0,0,1,20.0,3.6,16.1,14,0
2,100.0,92,0,0,0,0,0,0,1,11.1,1.3,0.4,8,4
2,86.0,14,0,0,0,0,0,0,1,12.8,4.0,16.1,7,0
2,89.0,32,0,0,0,0,0,0,1,27.2,4.0,16.1,16,0
2,84.0,32,0,0,0,0,0,1,1,26.1,4.5,16.1,9,4
2,52.0,90,0,0,0,0,0,0,1,25.6,4.0,16.1,13,2
3,81.0,121,0,0,0,0,0,0,1,18.9,3.6,16.1,22,0
2,22.0,90,0,0,0,0,0,0,1,15.0,3.6,16.1,16,4
2,67.0,90,0,0,0,0,0,0,1,15.6,3.6,16.1,19,2
2,54.0,32,0,0,1,0,0,0,1,17.8,4.0,16.1,15,0
2,60.0,36,0,0,0,0,0,0,1,27.8,4.1,16.1,18,3
3,44.0,90,0,1,0,0,0,1,1,26.1,2.7,16.1,10,4
3,81.0,54,0,0,0,0,0,0,1,-8.9,4.5,0.8,2,2
3,30.0,90,0,0,0,0,0,0,1,21.1,2.7,16.1,14,2
3,38.0,91,0,0,1,0,0,0,1,6.7,13.0,16.1,10,5
2,90.0,14,0,0,0,0,0,0,1,22.8,3.1,12.9,8,0
3,76.0,90,0,0,0,0,0,0,1,25.0,0.0,12.9,9,3
1,28.0,90,0,1,0,0,0,1,1,18.3,2.7,16.1,21,3
2,52.0,90,0,0,0,0,0,1,1,26.1,4.5,16.1,10,4
2,86.0,90,0,0,0,0,0,0,1,-1.1,2.2,16.1,8,4
2,64.0,32,0,0,0,0,0,0,1,26.7,7.2,16.1,14,4
2,43.0,90,0,0,0,0,0,0,1,3.3,5.8,16.1,7,0
2,85.0,90,0,0,0,0,0,1,1,27.8,2.2,16.1,6,0
2,36.0,142,0,0,0,0,0,0,1,23.9,2.1,16.1,8,6
2,53.0,90,0,0,0,0,0,0,1,6.1,3.1,16.1,9,0
2,37.0,40,0,0,0,0,0,0,1,29.4,7.7,16.1,15,1
2,72.0,32,0,0,0,0,0,0,1,17.8,6.3,16.1,8,0
3,68.0,15,0,0,0,0,0,0,1,-5.6,6.7,9.7,4,2
2,79.0,5,0,0,0,0,0,0,1,24.4,3.1,6.4,12,0
2,46.0,90,0,0,0,0,0,0,1,20.6,2.7,16.1,13,4
2,43.0,14,0,0,0,0,0,0,1,18.9,3.1,8.0,14,4
3,37.0,142,0,0,0,0,0,0,1,35.0,4.6,16.1,13,0
2,44.0,90,0,0,0,0,0,0,1,27.2,0.0,16.1,10,2
2,19.0,90,0,1,0,0,0,1,1,30.0,8.0,16.1,17,6
2,18.0,90,0,0,0,0,0,0,1,28.9,0.0,16.1,9,0
2,82.0,32,0,0,0,0,0,0,1,28.9,2.7,16.1,8,0
2,87.0,90,0,0,0,0,0,0,1,20.6,1.3,11.3,10,2
2,92.0,15,0,0,0,0,0,0,1,-1.1,5.8,1.2,8,4
3,96.0,36,0,0,0,0,0,0,1,20.6,4.6,16.1,19,4
2,82.0,142,0,0,0,0,0,0,1,0.0,3.6,12.9,7,0
2,29.0,142,0,0,0,0,0,0,1,24.0,3.1,16.1,17,5
2,29.0,40,0,0,0,0,0,1,1,21.1,8.9,16.1,12,6
2,53.0,90,0,0,0,0,0,1,1,31.1,0.0,16.1,10,0
2,74.0,90,0,0,0,0,0,1,1,26.1,0.0,16.1,7,4
4,62.0,32,0,0,0,0,0,0,1,16.7,4.5,16.1,11,2
3,87.0,121,0,0,0,0,0,0,1,16.1,3.1,14.5,7,0
2,44.0,40,0,0,0,0,0,0,1,22.8,7.2,16.1,8,4
2,64.0,90,0,0,0,0,0,0,1,23.9,5.4,16.1,21,0
2,84.0,142,0,0,0,0,0,0,1,-16.1,3.1,16.1,7,1
2,34.0,90,0,0,0,0,0,1,1,7.8,3.1,16.1,6,4
2,92.0,44,0,0,0,0,0,0,1,10.6,3.1,9.7,21,4
2,52.0,142,0,0,0,0,0,0,1,0.6,3.1,16.1,10,4
2,51.0,90,0,0,0,0,0,0,1,28.9,4.5,16.1,15,1
2,74.0,32,0,0,0,0,0,0,1,26.1,1.3,11.3,8,3
2,37.0,40,0,0,0,0,0,0,1,19.4,6.7,16.1,15,2
3,86.0,142,0,0,0,0,0,0,1,3.9,4.6,12.9,8,1
2,41.0,32,0,1,0,0,0,1,1,32.8,2.7,16.1,8,4
3,93.0,36,0,0,0,0,0,0,1,20.0,5.1,8.0,9,0
2,63.0,14,0,0,0,0,0,0,1,30.6,2.2,16.1,8,4
3,26.0,90,0,0,0,0,0,0,1,23.3,1.3,16.1,16,0
2,45.0,36,0,0,0,0,0,0,1,17.8,3.1,16.1,12,1
