LogID,LocationID,CurrentSpeed,NormalSpeed,TrafficStatus,RecordedAt,LocationName,City,Latitude,Longitude,Temperature_C,Humidity_Pct,Wind_Speed_ms,Weather_Condition
683,77,39,39,Free Flow,2026-08-29 22:13:46.913,Nasr City - Abbas El Akkad,Cairo,30.0512,31.3354,27.42,54,7.72,clear sky
683,77,39,39,Free Flow,2026-08-29 22:13:46.913,Nasr City - Abbas El Akkad,Cairo,30.0512,31.3354,26.42,53,7.72,clear sky
684,78,24,32,Moderate,2026-08-29 22:13:47.690,Nasr City - Makram Ebeid,Cairo,30.0587,31.3485,27.42,54,7.72,clear sky
684,78,24,32,Moderate,2026-08-29 22:13:47.690,Nasr City - Makram Ebeid,Cairo,30.0587,31.3485,26.42,53,7.72,clear sky
685,79,40,40,Free Flow,2026-08-29 22:13:48.467,Nasr City - Mostafa El Nahas,Cairo,30.0454,31.3521,27.42,54,7.72,clear sky
685,79,40,40,Free Flow,2026-08-29 22:13:48.467,Nasr City - Mostafa El Nahas,Cairo,30.0454,31.3521,26.42,53,7.72,clear sky
686,80,31,31,Free Flow,2026-08-29 22:13:49.233,Heliopolis - Roxy Sq,Cairo,30.0898,31.3254,27.42,54,7.72,clear sky
686,80,31,31,Free Flow,2026-08-29 22:13:49.233,Heliopolis - Roxy Sq,Cairo,30.0898,31.3254,26.42,53,7.72,clear sky
687,81,49,49,Free Flow,2026-08-29 22:13:50.013,Heliopolis - Merghany,Cairo,30.0854,31.3354,27.42,54,7.72,clear sky
687,81,49,49,Free Flow,2026-08-29 22:13:50.013,Heliopolis - Merghany,Cairo,30.0854,31.3354,26.42,53,7.72,clear sky
688,82,55,55,Free Flow,2026-08-29 22:13:50.770,Heliopolis - El Khalifa El Mamoun,Cairo,30.0787,31.3054,27.42,54,7.72,clear sky
688,82,55,55,Free Flow,2026-08-29 22:13:50.770,Heliopolis - El Khalifa El Mamoun,Cairo,30.0787,31.3054,26.42,53,7.72,clear sky
689,83,41,41,Free Flow,2026-08-29 22:13:51.530,Maadi - Victoria Square,Cairo,29.9541,31.2541,27.42,54,7.72,clear sky
689,83,41,41,Free Flow,2026-08-29 22:13:51.530,Maadi - Victoria Square,Cairo,29.9541,31.2541,26.42,53,7.72,clear sky
690,84,33,33,Free Flow,2026-08-29 22:13:52.320,Maadi - Degla,Cairo,29.9602,31.2565,27.42,54,7.72,clear sky
690,84,33,33,Free Flow,2026-08-29 22:13:52.320,Maadi - Degla,Cairo,29.9602,31.2565,26.42,53,7.72,clear sky
691,85,21,21,Free Flow,2026-08-29 22:13:53.080,Zamalek - 26 July St,Cairo,30.0654,31.2214,27.42,54,7.72,clear sky
691,85,21,21,Free Flow,2026-08-29 22:13:53.080,Zamalek - 26 July St,Cairo,30.0654,31.2214,26.42,53,7.72,clear sky
692,86,20,20,Free Flow,2026-08-29 22:13:53.837,Downtown - Tahrir Sq,Cairo,30.0444,31.2357,27.42,54,7.72,clear sky
692,86,20,20,Free Flow,2026-08-29 22:13:53.837,Downtown - Tahrir Sq,Cairo,30.0444,31.2357,26.42,53,7.72,clear sky
693,87,8,15,Heavy Congestion,2026-08-29 22:13:54.593,Downtown - Talaat Harb,Cairo,30.0512,31.2412,27.42,54,7.72,clear sky
693,87,8,15,Heavy Congestion,2026-08-29 22:13:54.593,Downtown - Talaat Harb,Cairo,30.0512,31.2412,26.42,53,7.72,clear sky
694,88,33,33,Free Flow,2026-08-29 22:13:55.373,Dokki - Mesaha Sq,Giza,30.0387,31.2145,27.41,50,7.94,clear sky
694,88,33,33,Free Flow,2026-08-29 22:13:55.373,Dokki - Mesaha Sq,Giza,30.0387,31.2145,26.41,53,6.96,clear sky
695,89,23,23,Free Flow,2026-08-29 22:13:56.130,Mohandessin - Shehab St,Giza,30.0554,31.2014,27.41,50,7.94,clear sky
695,89,23,23,Free Flow,2026-08-29 22:13:56.130,Mohandessin - Shehab St,Giza,30.0554,31.2014,26.41,53,6.96,clear sky
696,90,14,14,Free Flow,2026-08-29 22:13:56.893,Mohandessin - Sudan St,Giza,30.0687,31.2054,27.41,50,7.94,clear sky
696,90,14,14,Free Flow,2026-08-29 22:13:56.893,Mohandessin - Sudan St,Giza,30.0687,31.2054,26.41,53,6.96,clear sky
697,91,14,14,Free Flow,2026-08-29 22:13:57.743,Giza - El Omraneya,Giza,29.9954,31.2014,27.41,50,7.94,clear sky
697,91,14,14,Free Flow,2026-08-29 22:13:57.743,Giza - El Omraneya,Giza,29.9954,31.2014,26.41,53,6.96,clear sky
698,92,16,23,Moderate,2026-08-29 22:13:58.523,Shubra - Corniche,Cairo,30.0854,31.2454,27.42,54,7.72,clear sky
698,92,16,23,Moderate,2026-08-29 22:13:58.523,Shubra - Corniche,Cairo,30.0854,31.2454,26.42,53,7.72,clear sky
699,93,23,23,Free Flow,2026-08-29 22:13:59.283,Shubra - Ahmed Helmy,Cairo,30.0687,31.2485,27.42,54,7.72,clear sky
699,93,23,23,Free Flow,2026-08-29 22:13:59.283,Shubra - Ahmed Helmy,Cairo,30.0687,31.2485,26.42,53,7.72,clear sky
700,94,17,19,Moderate,2026-08-29 22:14:00.030,Ain Shams - El Matareya,Cairo,30.1254,31.3154,27.42,54,7.72,clear sky
700,94,17,19,Moderate,2026-08-29 22:14:00.030,Ain Shams - El Matareya,Cairo,30.1254,31.3154,26.42,53,7.72,clear sky
701,95,49,49,Free Flow,2026-08-29 22:14:00.807,Ain Shams University Area,Cairo,30.0754,31.2854,27.42,54,7.72,clear sky
701,95,49,49,Free Flow,2026-08-29 22:14:00.807,Ain Shams University Area,Cairo,30.0754,31.2854,26.42,53,7.72,clear sky
702,96,26,31,Moderate,2026-08-29 22:14:01.580,Helwan - Corniche,Cairo,29.8454,31.3354,27.42,54,7.72,clear sky
702,96,26,31,Moderate,2026-08-29 22:14:01.580,Helwan - Corniche,Cairo,29.8454,31.3354,26.42,53,7.72,clear sky
703,97,20,24,Moderate,2026-08-29 22:14:02.357,Helwan University Area,Cairo,29.8512,31.3054,27.42,54,7.72,clear sky
703,97,20,24,Moderate,2026-08-29 22:14:02.357,Helwan University Area,Cairo,29.8512,31.3054,26.42,53,7.72,clear sky
704,98,56,56,Free Flow,2026-08-29 22:14:03.123,Nasr City - Al-Ahly Club Area,Cairo,30.0812,31.3541,27.42,54,7.72,clear sky
704,98,56,56,Free Flow,2026-08-29 22:14:03.123,Nasr City - Al-Ahly Club Area,Cairo,30.0812,31.3541,26.42,53,7.72,clear sky
705,99,46,46,Free Flow,2026-08-29 22:14:03.890,Cairo International Stadium Area,Cairo,30.0714,31.3154,27.42,54,7.72,clear sky
705,99,46,46,Free Flow,2026-08-29 22:14:03.890,Cairo International Stadium Area,Cairo,30.0714,31.3154,26.42,53,7.72,clear sky
706,100,72,72,Free Flow,2026-08-29 22:14:04.650,Cairo Festival City Area,Cairo,30.0312,31.4014,27.42,54,7.72,clear sky
706,100,72,72,Free Flow,2026-08-29 22:14:04.650,Cairo Festival City Area,Cairo,30.0312,31.4014,26.42,53,7.72,clear sky
707,101,38,38,Free Flow,2026-08-29 22:14:05.407,Maadi - Ring Road Carrefour,Cairo,29.9714,31.2954,27.42,54,7.72,clear sky
707,101,38,38,Free Flow,2026-08-29 22:14:05.407,Maadi - Ring Road Carrefour,Cairo,29.9714,31.2954,26.42,53,7.72,clear sky
708,1,16,16,Free Flow,2026-08-29 22:52:18.237,Stanley Bridge,Alexandria,31.2291,29.9575,26.93,56,6.82,clear sky
708,1,16,16,Free Flow,2026-08-29 22:52:18.237,Stanley Bridge,Alexandria,31.2291,29.9575,25.98,65,7.2,clear sky
709,2,25,25,Free Flow,2026-08-29 22:52:19.003,Corniche - San Stefano,Alexandria,31.2465,29.9723,26.93,56,6.82,clear sky
709,2,25,25,Free Flow,2026-08-29 22:52:19.003,Corniche - San Stefano,Alexandria,31.2465,29.9723,25.98,65,7.2,clear sky
710,3,18,23,Moderate,2026-08-29 22:52:19.780,Corniche - Gleem,Alexandria,31.2391,29.9654,26.93,56,6.82,clear sky
710,3,18,23,Moderate,2026-08-29 22:52:19.780,Corniche - Gleem,Alexandria,31.2391,29.9654,25.98,65,7.2,clear sky
711,4,18,23,Moderate,2026-08-29 22:52:20.560,Corniche - Roushdy,Alexandria,31.2365,29.9621,26.93,56,6.82,clear sky
711,4,18,23,Moderate,2026-08-29 22:52:20.560,Corniche - Roushdy,Alexandria,31.2365,29.9621,25.98,65,7.2,clear sky
712,5,27,27,Free Flow,2026-08-29 22:52:21.320,Corniche - Sporting,Alexandria,31.2214,29.9482,26.93,56,6.82,clear sky
712,5,27,27,Free Flow,2026-08-29 22:52:21.320,Corniche - Sporting,Alexandria,31.2214,29.9482,25.98,65,7.2,clear sky
713,6,27,27,Free Flow,2026-08-29 22:52:22.080,Corniche - Ibrahimia,Alexandria,31.2145,29.9412,26.93,56,6.82,clear sky
713,6,27,27,Free Flow,2026-08-29 22:52:22.080,Corniche - Ibrahimia,Alexandria,31.2145,29.9412,25.98,65,7.2,clear sky
714,7,38,38,Free Flow,2026-08-29 22:52:22.843,Corniche - Camp Cesar,Alexandria,31.2098,29.9365,26.93,56,6.82,clear sky
714,7,38,38,Free Flow,2026-08-29 22:52:22.843,Corniche - Camp Cesar,Alexandria,31.2098,29.9365,25.98,65,7.2,clear sky
715,8,26,26,Free Flow,2026-08-29 22:52:23.593,Corniche - Chatby,Alexandria,31.2012,29.9284,26.93,56,6.82,clear sky
715,8,26,26,Free Flow,2026-08-29 22:52:23.593,Corniche - Chatby,Alexandria,31.2012,29.9284,25.98,65,7.2,clear sky
716,9,22,26,Moderate,2026-08-29 22:52:24.357,Corniche - Silsela,Alexandria,31.2054,29.8965,26.93,56,6.82,clear sky
716,9,22,26,Moderate,2026-08-29 22:52:24.357,Corniche - Silsela,Alexandria,31.2054,29.8965,25.98,65,7.2,clear sky
717,10,17,17,Free Flow,2026-08-29 22:52:25.123,Corniche - Citadel Qaitbay,Alexandria,31.2123,29.8854,26.93,56,6.82,clear sky
717,10,17,17,Free Flow,2026-08-29 22:52:25.123,Corniche - Citadel Qaitbay,Alexandria,31.2123,29.8854,25.98,65,7.2,clear sky
718,11,30,33,Moderate,2026-08-29 22:52:25.890,Corniche - Miami,Alexandria,31.2825,30.0152,26.93,56,6.82,clear sky
718,11,30,33,Moderate,2026-08-29 22:52:25.890,Corniche - Miami,Alexandria,31.2825,30.0152,25.98,65,7.2,clear sky
719,12,34,34,Free Flow,2026-08-29 22:52:26.640,Corniche - Montaza,Alexandria,31.2871,30.0214,26.93,56,6.82,clear sky
719,12,34,34,Free Flow,2026-08-29 22:52:26.640,Corniche - Montaza,Alexandria,31.2871,30.0214,25.98,65,7.2,clear sky
720,13,34,34,Free Flow,2026-08-29 22:52:27.403,Abu Qir Road - Victoria,Alexandria,31.2412,29.9854,26.93,56,6.82,clear sky
720,13,34,34,Free Flow,2026-08-29 22:52:27.403,Abu Qir Road - Victoria,Alexandria,31.2412,29.9854,25.98,65,7.2,clear sky
721,14,22,22,Free Flow,2026-08-29 22:52:28.230,Abu Qir Road - Fleming,Alexandria,31.2354,29.9741,26.93,56,6.82,clear sky
721,14,22,22,Free Flow,2026-08-29 22:52:28.230,Abu Qir Road - Fleming,Alexandria,31.2354,29.9741,25.98,65,7.2,clear sky
722,15,18,18,Free Flow,2026-08-29 22:52:28.993,Abu Qir Road - Sidi Gaber,Alexandria,31.2215,29.9354,26.93,56,6.82,clear sky
722,15,18,18,Free Flow,2026-08-29 22:52:28.993,Abu Qir Road - Sidi Gaber,Alexandria,31.2215,29.9354,25.98,65,7.2,clear sky
723,16,60,60,Free Flow,2026-08-29 22:52:29.763,Alexandria Desert Road - Carrefour,Alexandria,31.1854,29.9541,26.93,56,6.82,clear sky
723,16,60,60,Free Flow,2026-08-29 22:52:29.763,Alexandria Desert Road - Carrefour,Alexandria,31.1854,29.9541,25.98,65,7.2,clear sky
724,17,50,50,Free Flow,2026-08-29 22:52:30.530,Alexandria Agriculture Road Entrance,Alexandria,31.2014,30.0254,26.93,56,6.82,clear sky
724,17,50,50,Free Flow,2026-08-29 22:52:30.530,Alexandria Agriculture Road Entrance,Alexandria,31.2014,30.0254,25.98,65,7.2,clear sky
725,18,48,48,Free Flow,2026-08-29 22:52:31.367,Mahmoudia Axis - Smouha,Alexandria,31.2087,29.9542,26.93,56,6.82,clear sky
725,18,48,48,Free Flow,2026-08-29 22:52:31.367,Mahmoudia Axis - Smouha,Alexandria,31.2087,29.9542,25.98,65,7.2,clear sky
726,19,86,86,Free Flow,2026-08-29 22:52:32.140,Alexandria Desert Road - km 21,Alexandria,31.1025,29.8214,26.93,56,6.82,clear sky
726,19,86,86,Free Flow,2026-08-29 22:52:32.140,Alexandria Desert Road - km 21,Alexandria,31.1025,29.8214,25.98,65,7.2,clear sky
727,20,32,37,Moderate,2026-08-29 22:52:32.903,Kafoury Road,Alexandria,31.0854,29.7541,26.93,56,6.82,clear sky
727,20,32,37,Moderate,2026-08-29 22:52:32.903,Kafoury Road,Alexandria,31.0854,29.7541,25.98,65,7.2,clear sky
728,21,82,82,Free Flow,2026-08-29 22:52:33.690,Borg El Arab Entrance,Alexandria,30.9124,29.5412,26.93,56,6.82,clear sky
728,21,82,82,Free Flow,2026-08-29 22:52:33.690,Borg El Arab Entrance,Alexandria,30.9124,29.5412,25.98,65,7.2,clear sky
729,22,75,75,Free Flow,2026-08-29 22:52:34.450,Cairo-Alex Desert Road - toll gate,Beheira,30.8541,30.1245,25.57,56,5.29,clear sky
729,22,75,75,Free Flow,2026-08-29 22:52:34.450,Cairo-Alex Desert Road - toll gate,Beheira,30.8541,30.1245,25.27,58,4.51,clear sky
730,23,26,26,Free Flow,2026-08-29 22:52:35.213,Agricultural Road - Damanhour,Beheira,31.0412,30.4754,25.57,56,5.29,clear sky
730,23,26,26,Free Flow,2026-08-29 22:52:35.213,Agricultural Road - Damanhour,Beheira,31.0412,30.4754,25.27,58,4.51,clear sky
731,24,21,26,Moderate,2026-08-29 22:52:35.997,Agricultural Road - Tanta Bridge,Gharbia,30.7854,31.0024,25.01,57,3.28,clear sky
731,24,21,26,Moderate,2026-08-29 22:52:35.997,Agricultural Road - Tanta Bridge,Gharbia,30.7854,31.0024,23.91,61,3.33,clear sky
732,25,20,20,Free Flow,2026-08-29 22:52:36.763,Agricultural Road - Benha,Qalyubia,30.4612,31.1854,26.36,54,4.39,clear sky
732,25,20,20,Free Flow,2026-08-29 22:52:36.763,Agricultural Road - Benha,Qalyubia,30.4612,31.1854,24.31,56,3.2,clear sky
733,26,34,34,Free Flow,2026-08-29 22:52:37.530,Ring Road - Benha Exit,Qalyubia,30.4354,31.2145,26.36,54,4.39,clear sky
733,26,34,34,Free Flow,2026-08-29 22:52:37.530,Ring Road - Benha Exit,Qalyubia,30.4354,31.2145,24.31,56,3.2,clear sky
734,27,42,42,Free Flow,2026-08-29 22:52:38.347,Ring Road - Shubra El Kheima,Qalyubia,30.1245,31.2451,26.36,54,4.39,clear sky
734,27,42,42,Free Flow,2026-08-29 22:52:38.347,Ring Road - Shubra El Kheima,Qalyubia,30.1245,31.2451,24.31,56,3.2,clear sky
735,28,11,11,Free Flow,2026-08-29 22:52:39.133,Ring Road - Marg,Cairo,30.1524,31.3452,27.42,54,7.72,clear sky
735,28,11,11,Free Flow,2026-08-29 22:52:39.133,Ring Road - Marg,Cairo,30.1524,31.3452,26.42,53,7.72,clear sky
736,29,79,79,Free Flow,2026-08-29 22:52:39.900,Ring Road - Al Salam City,Cairo,30.1654,31.3854,27.42,54,7.72,clear sky
736,29,79,79,Free Flow,2026-08-29 22:52:39.900,Ring Road - Al Salam City,Cairo,30.1654,31.3854,26.42,53,7.72,clear sky
737,30,77,77,Free Flow,2026-08-29 22:52:40.677,Ring Road - New Cairo Entrance,Cairo,30.0541,31.4251,27.42,54,7.72,clear sky
737,30,77,77,Free Flow,2026-08-29 22:52:40.677,Ring Road - New Cairo Entrance,Cairo,30.0541,31.4251,26.42,53,7.72,clear sky
738,31,66,66,Free Flow,2026-08-29 22:52:41.460,Ring Road - Katameya,Cairo,29.9854,31.3541,27.42,54,7.72,clear sky
738,31,66,66,Free Flow,2026-08-29 22:52:41.460,Ring Road - Katameya,Cairo,29.9854,31.3541,26.42,53,7.72,clear sky
739,32,20,20,Free Flow,2026-08-29 22:52:42.220,Ring Road - Maadi,Cairo,29.9621,31.2754,27.42,54,7.72,clear sky
739,32,20,20,Free Flow,2026-08-29 22:52:42.220,Ring Road - Maadi,Cairo,29.9621,31.2754,26.42,53,7.72,clear sky
740,33,42,42,Free Flow,2026-08-29 22:52:42.997,Ring Road - Mounib,Giza,29.9821,31.2154,27.41,50,7.94,clear sky
740,33,42,42,Free Flow,2026-08-29 22:52:42.997,Ring Road - Mounib,Giza,29.9821,31.2154,26.41,53,6.96,clear sky
741,34,13,13,Free Flow,2026-08-29 22:52:43.760,Ring Road - Mariouteya,Giza,29.9754,31.1542,27.41,50,7.94,clear sky
741,34,13,13,Free Flow,2026-08-29 22:52:43.760,Ring Road - Mariouteya,Giza,29.9754,31.1542,26.41,53,6.96,clear sky
742,35,11,14,Moderate,2026-08-29 22:52:44.563,Ring Road - El Waraq,Giza,30.0854,31.2014,27.41,50,7.94,clear sky
742,35,11,14,Moderate,2026-08-29 22:52:44.563,Ring Road - El Waraq,Giza,30.0854,31.2014,26.41,53,6.96,clear sky
743,36,21,26,Moderate,2026-08-29 22:52:45.310,Ring Road - Mohandessin Axis,Giza,30.0654,31.1925,27.41,50,7.94,clear sky
743,36,21,26,Moderate,2026-08-29 22:52:45.310,Ring Road - Mohandessin Axis,Giza,30.0654,31.1925,26.41,53,6.96,clear sky
744,37,12,15,Moderate,2026-08-29 22:52:46.067,October Bridge - Ramses,Cairo,30.0565,31.2442,27.42,54,7.72,clear sky
744,37,12,15,Moderate,2026-08-29 22:52:46.067,October Bridge - Ramses,Cairo,30.0565,31.2442,26.42,53,7.72,clear sky
745,38,20,20,Free Flow,2026-08-29 22:52:46.843,October Bridge - Tahrir Sq,Cairo,30.0444,31.2357,27.42,54,7.72,clear sky
745,38,20,20,Free Flow,2026-08-29 22:52:46.843,October Bridge - Tahrir Sq,Cairo,30.0444,31.2357,26.42,53,7.72,clear sky
746,39,21,21,Free Flow,2026-08-29 22:52:47.613,October Bridge - Zamalek,Cairo,30.0621,31.2215,27.42,54,7.72,clear sky
746,39,21,21,Free Flow,2026-08-29 22:52:47.613,October Bridge - Zamalek,Cairo,30.0621,31.2215,26.42,53,7.72,clear sky
747,40,30,30,Free Flow,2026-08-29 22:52:48.483,October Bridge - Doqqi,Giza,30.0454,31.2145,27.41,50,7.94,clear sky
747,40,30,30,Free Flow,2026-08-29 22:52:48.483,October Bridge - Doqqi,Giza,30.0454,31.2145,26.41,53,6.96,clear sky
748,41,23,23,Free Flow,2026-08-29 22:52:49.243,October Bridge - Mohandessin End,Giza,30.0541,31.1985,27.41,50,7.94,clear sky
748,41,23,23,Free Flow,2026-08-29 22:52:49.243,October Bridge - Mohandessin End,Giza,30.0541,31.1985,26.41,53,6.96,clear sky
749,42,33,36,Moderate,2026-08-29 22:52:49.997,October Bridge - Nasr City (Abbas El Akkad),Cairo,30.0687,31.3354,27.42,54,7.72,clear sky
749,42,33,36,Moderate,2026-08-29 22:52:49.997,October Bridge - Nasr City (Abbas El Akkad),Cairo,30.0687,31.3354,26.42,53,7.72,clear sky
750,43,34,34,Free Flow,2026-08-29 22:52:50.763,October Bridge - Al-Manial,Cairo,30.0312,31.2285,27.42,54,7.72,clear sky
750,43,34,34,Free Flow,2026-08-29 22:52:50.763,October Bridge - Al-Manial,Cairo,30.0312,31.2285,26.42,53,7.72,clear sky
751,44,42,42,Free Flow,2026-08-29 22:52:51.513,Salah Salem - Airport Road,Cairo,30.1054,31.3854,27.42,54,7.72,clear sky
751,44,42,42,Free Flow,2026-08-29 22:52:51.513,Salah Salem - Airport Road,Cairo,30.1054,31.3854,26.42,53,7.72,clear sky
752,45,58,58,Free Flow,2026-08-29 22:52:52.283,Salah Salem - Al Azhar,Cairo,30.0454,31.2621,27.42,54,7.72,clear sky
752,45,58,58,Free Flow,2026-08-29 22:52:52.283,Salah Salem - Al Azhar,Cairo,30.0454,31.2621,26.42,53,7.72,clear sky
753,46,49,49,Free Flow,2026-08-29 22:52:53.080,Salah Salem - Citadel,Cairo,30.0285,31.2654,27.42,54,7.72,clear sky
753,46,49,49,Free Flow,2026-08-29 22:52:53.080,Salah Salem - Citadel,Cairo,30.0285,31.2654,26.42,53,7.72,clear sky
754,47,46,46,Free Flow,2026-08-29 22:52:53.847,Salah Salem - Panorama,Cairo,30.0721,31.3154,27.42,54,7.72,clear sky
754,47,46,46,Free Flow,2026-08-29 22:52:53.847,Salah Salem - Panorama,Cairo,30.0721,31.3154,26.42,53,7.72,clear sky
755,48,20,20,Free Flow,2026-08-29 22:52:54.617,Autostrad - Maadi,Cairo,29.9754,31.2654,27.42,54,7.72,clear sky
755,48,20,20,Free Flow,2026-08-29 22:52:54.617,Autostrad - Maadi,Cairo,29.9754,31.2654,26.42,53,7.72,clear sky
756,49,20,20,Free Flow,2026-08-29 22:52:55.390,Autostrad - Helwan,Cairo,29.8541,31.3154,27.42,54,7.72,clear sky
756,49,20,20,Free Flow,2026-08-29 22:52:55.390,Autostrad - Helwan,Cairo,29.8541,31.3154,26.42,53,7.72,clear sky
757,50,67,67,Free Flow,2026-08-29 22:52:56.170,Autostrad - Nasr City,Cairo,30.0354,31.3354,27.42,54,7.72,clear sky
757,50,67,67,Free Flow,2026-08-29 22:52:56.170,Autostrad - Nasr City,Cairo,30.0354,31.3354,26.42,53,7.72,clear sky
758,51,30,38,Moderate,2026-08-29 22:52:56.937,Corniche - Maspero,Cairo,30.0541,31.2312,27.42,54,7.72,clear sky
758,51,30,38,Moderate,2026-08-29 22:52:56.937,Corniche - Maspero,Cairo,30.0541,31.2312,26.42,53,7.72,clear sky
759,52,20,20,Free Flow,2026-08-29 22:52:57.697,Corniche - Garden City,Cairo,30.0354,31.2285,27.42,54,7.72,clear sky
759,52,20,20,Free Flow,2026-08-29 22:52:57.697,Corniche - Garden City,Cairo,30.0354,31.2285,26.42,53,7.72,clear sky
760,53,41,41,Free Flow,2026-08-29 22:52:58.517,Corniche - Maadi,Cairo,29.9621,31.2454,27.42,54,7.72,clear sky
760,53,41,41,Free Flow,2026-08-29 22:52:58.517,Corniche - Maadi,Cairo,29.9621,31.2454,26.42,53,7.72,clear sky
761,54,34,34,Free Flow,2026-08-29 22:52:59.280,Qasr El Nil Bridge,Cairo,30.0435,31.2312,27.42,54,7.72,clear sky
761,54,34,34,Free Flow,2026-08-29 22:52:59.280,Qasr El Nil Bridge,Cairo,30.0435,31.2312,26.42,53,7.72,clear sky
762,55,13,13,Free Flow,2026-08-29 22:53:00.060,Abbas Bridge,Cairo,30.0198,31.2312,27.42,54,7.72,clear sky
762,55,13,13,Free Flow,2026-08-29 22:53:00.060,Abbas Bridge,Cairo,30.0198,31.2312,26.42,53,7.72,clear sky
763,56,28,28,Free Flow,2026-08-29 22:53:00.827,El Galaa Bridge,Cairo,30.0512,31.2214,27.42,54,7.72,clear sky
763,56,28,28,Free Flow,2026-08-29 22:53:00.827,El Galaa Bridge,Cairo,30.0512,31.2214,26.42,53,7.72,clear sky
764,57,32,36,Moderate,2026-08-29 22:53:01.590,Tahya Masr Bridge,Cairo,30.0954,31.2245,27.42,54,7.72,clear sky
764,57,32,36,Moderate,2026-08-29 22:53:01.590,Tahya Masr Bridge,Cairo,30.0954,31.2245,26.42,53,7.72,clear sky
765,58,27,34,Moderate,2026-08-29 22:53:02.363,Axis 26 July - Lebanon Sq,Giza,30.0612,31.1985,27.41,50,7.94,clear sky
765,58,27,34,Moderate,2026-08-29 22:53:02.363,Axis 26 July - Lebanon Sq,Giza,30.0612,31.1985,26.41,53,6.96,clear sky
766,59,53,53,Free Flow,2026-08-29 22:53:03.130,Axis 26 July - Hyper One,Giza,30.0714,31.0254,27.41,50,7.94,clear sky
766,59,53,53,Free Flow,2026-08-29 22:53:03.130,Axis 26 July - Hyper One,Giza,30.0714,31.0254,26.41,53,6.96,clear sky
767,60,17,21,Moderate,2026-08-29 22:53:03.877,Axis 26 July - Juhayna Sq,Giza,29.9714,30.9542,27.41,50,7.94,clear sky
767,60,17,21,Moderate,2026-08-29 22:53:03.877,Axis 26 July - Juhayna Sq,Giza,29.9714,30.9542,26.41,53,6.96,clear sky
768,61,32,32,Free Flow,2026-08-29 22:53:04.640,محور روض الفرج - شبرا,Qalyubia,30.1025,31.2214,26.36,54,4.39,clear sky
768,61,32,32,Free Flow,2026-08-29 22:53:04.640,محور روض الفرج - شبرا,Qalyubia,30.1025,31.2214,24.31,56,3.2,clear sky
769,62,105,105,Free Flow,2026-08-29 22:53:05.403,محور روض الفرج - الضبعة,Giza,30.0854,30.9854,27.41,50,7.94,clear sky
769,62,105,105,Free Flow,2026-08-29 22:53:05.403,محور روض الفرج - الضبعة,Giza,30.0854,30.9854,26.41,53,6.96,clear sky
770,63,39,39,Free Flow,2026-08-29 22:53:06.173,Haram Street - Giza Square,Giza,30.0124,31.2145,27.41,50,7.94,clear sky
770,63,39,39,Free Flow,2026-08-29 22:53:06.173,Haram Street - Giza Square,Giza,30.0124,31.2145,26.41,53,6.96,clear sky
771,64,32,32,Free Flow,2026-08-29 22:53:06.933,Haram Street - Al Arish,Giza,29.9954,31.1754,27.41,50,7.94,clear sky
771,64,32,32,Free Flow,2026-08-29 22:53:06.933,Haram Street - Al Arish,Giza,29.9954,31.1754,26.41,53,6.96,clear sky
772,65,36,36,Free Flow,2026-08-29 22:53:07.723,Haram Street - El Remaya,Giza,29.9821,31.1354,27.41,50,7.94,clear sky
772,65,36,36,Free Flow,2026-08-29 22:53:07.723,Haram Street - El Remaya,Giza,29.9821,31.1354,26.41,53,6.96,clear sky
773,66,39,39,Free Flow,2026-08-29 22:53:08.530,Faisal Street - El Massaha,Giza,30.0254,31.2014,27.41,50,7.94,clear sky
773,66,39,39,Free Flow,2026-08-29 22:53:08.530,Faisal Street - El Massaha,Giza,30.0254,31.2014,26.41,53,6.96,clear sky
774,67,32,32,Free Flow,2026-08-29 22:53:09.303,Faisal Street - El Talbeya,Giza,29.9921,31.1654,27.41,50,7.94,clear sky
774,67,32,32,Free Flow,2026-08-29 22:53:09.303,Faisal Street - El Talbeya,Giza,29.9921,31.1654,26.41,53,6.96,clear sky
775,68,61,61,Free Flow,2026-08-29 22:53:10.077,King Faisal Street End,Giza,29.9854,31.1245,27.41,50,7.94,clear sky
775,68,61,61,Free Flow,2026-08-29 22:53:10.077,King Faisal Street End,Giza,29.9854,31.1245,26.41,53,6.96,clear sky
776,69,83,83,Free Flow,2026-08-29 22:53:10.840,Cairo-Alexandria Desert Road - Smart Village,Giza,30.0714,31.0154,27.41,50,7.94,clear sky
776,69,83,83,Free Flow,2026-08-29 22:53:10.840,Cairo-Alexandria Desert Road - Smart Village,Giza,30.0714,31.0154,26.41,53,6.96,clear sky
777,70,40,40,Free Flow,2026-08-29 22:53:11.613,Cairo-Alexandria Desert Road - Sphinx,Giza,30.0214,30.9054,27.41,50,7.94,clear sky
777,70,40,40,Free Flow,2026-08-29 22:53:11.613,Cairo-Alexandria Desert Road - Sphinx,Giza,30.0214,30.9054,26.41,53,6.96,clear sky
778,71,81,81,Free Flow,2026-08-29 22:53:12.377,Wadi El Natrun Road,Beheira,30.4541,30.3541,25.57,56,5.29,clear sky
778,71,81,81,Free Flow,2026-08-29 22:53:12.377,Wadi El Natrun Road,Beheira,30.4541,30.3541,25.27,58,4.51,clear sky
779,72,70,70,Free Flow,2026-08-29 22:53:13.160,New Cairo - Teseen Street North,Cairo,30.0254,31.4154,27.42,54,7.72,clear sky
