Incident_ID,Location_Name,Incident_Date,Incident_Time,Incident_Type,Severity,Cause,Road_Delay_Minutes,ADAS_Driver_Status,Temperature_C,Humidity_Pct,Wind_Speed_ms,Weather_Condition,CurrentSpeed,TrafficStatus
INC_104310,Nasr City - Mostafa El Nahas,2026-05-24,23:53:01,Accident,Major,Phone Usage,104,DISTRACTED: PHONE USAGE!,33.7,51,5.9,Cloudy,7,Heavy Traffic
INC_104311,Mohandessin - Shehab St,2026-03-25,07:08:01,Accident,Major,Fainting / Sudden Illness,67,SOS: FAINTING / EMERGENCY!,37.5,57,4.9,Clear Sky,0,Heavy Traffic
INC_104312,Ring Road - Mounib,2026-08-18,22:31:01,Accident,Fatal,Driver Fatigue,150,DROWSY - SLEEPING!,28.4,47,6.1,Clear Sky,13,Heavy Traffic
INC_104313,Ring Road - Al Salam City,2026-08-23,23:04:01,Roadworks,Moderate,Slippery Road,39,SAFE & FOCUSED,19.0,89,7.8,Rainy,18,Moderate Traffic
INC_104314,Faisal Street - El Massaha,2026-08-29,03:59:01,Roadworks,Minor,Unknown,20,SAFE & FOCUSED,34.7,31,4.6,Clear Sky,38,Moderate Traffic
INC_104315,Cairo International Stadium Area,2026-03-30,23:33:01,Accident,Moderate,Phone Usage,44,DISTRACTED: PHONE USAGE!,31.5,65,4.5,Clear Sky,29,Moderate Traffic
INC_104316,Ring Road - Mariouteya,2026-05-09,03:08:01,Roadworks,Minor,Unknown,24,SAFE & FOCUSED,27.5,33,5.7,Clear Sky,31,Moderate Traffic
INC_104317,Shubra - Ahmed Helmy,2026-03-09,12:59:01,Accident,Minor,Speeding,25,STRESS / ANGER DETECTED!,24.4,34,4.6,Clear Sky,75,Free Flow
INC_104318,Ain Shams - El Matareya,2026-06-25,15:36:01,Accident,Moderate,Driver Fatigue,37,FATIGUE - YAWNING!,31.1,59,6.7,Clear Sky,28,Moderate Traffic
INC_104319,Mahmoudia Axis - Smouha,2026-07-26,07:10:01,Accident,Minor,Lack of Attention,28,DISTRACTED: LOOKING AWAY!,24.5,65,3.4,Clear Sky,20,Moderate Traffic
INC_104320,Mohandessin - Sudan St,2026-06-25,07:02:01,Accident,Major,Driver Fatigue,68,FATIGUE - YAWNING!,22.7,60,4.3,Clear Sky,8,Heavy Traffic
INC_104321,Dokki - Mesaha Sq,2026-05-06,04:36:01,Accident,Moderate,Driver Fatigue,48,DROWSY - SLEEPING!,34.6,30,2.6,Clear Sky,31,Moderate Traffic
INC_104322,Corniche - Camp Cesar,2026-05-30,00:45:01,Accident,Major,Phone Usage,69,DISTRACTED: PHONE USAGE!,32.0,31,7.0,Cloudy,12,Heavy Traffic
INC_104323,Ring Road - Mariouteya,2026-05-27,17:27:01,Accident,Major,Fainting / Sudden Illness,89,SOS: FAINTING / EMERGENCY!,38.0,52,7.8,Clear Sky,8,Heavy Traffic
INC_104324,Axis 26 July - Hyper One,2026-08-07,10:56:01,Accident (Other Driver),Moderate,Engine Failure,30,SAFE & FOCUSED,25.1,39,6.0,Clear Sky,29,Moderate Traffic
INC_104325,Salah Salem - Airport Road,2026-08-24,16:19:01,Accident,Major,Phone Usage,62,DISTRACTED: PHONE USAGE!,32.4,52,3.0,Clear Sky,6,Heavy Traffic
INC_104326,New Cairo - Teseen Street South,2026-03-12,06:01:01,Accident,Fatal,Fainting / Sudden Illness,189,SOS: FAINTING / EMERGENCY!,21.9,37,6.5,Clear Sky,13,Heavy Traffic
INC_104327,Downtown - Talaat Harb,2026-08-28,15:05:01,Accident,Minor,Speeding,15,STRESS / ANGER DETECTED!,25.9,30,3.8,Clear Sky,25,Moderate Traffic
INC_104328,Salah Salem - Al Azhar,2026-09-01,04:17:01,Accident,Major,Fainting / Sudden Illness,111,SOS: FAINTING / EMERGENCY!,34.0,54,6.3,Clear Sky,12,Heavy Traffic
INC_104329,Corniche - Chatby,2026-07-31,23:51:01,Accident,Fatal,Fainting / Sudden Illness,180,SOS: FAINTING / EMERGENCY!,21.3,52,2.4,Clear Sky,2,Heavy Traffic
INC_104330,Nasr City - Mostafa El Nahas,2026-04-18,06:18:01,Roadworks,Moderate,Engine Failure,53,SAFE & FOCUSED,31.0,40,7.9,Clear Sky,31,Moderate Traffic
INC_104331,Faisal Street - El Massaha,2026-06-20,04:29:01,Accident,Minor,Lack of Attention,18,DISTRACTED: LOOKING AWAY!,34.7,48,2.9,Clear Sky,65,Free Flow
INC_104332,Alexandria Agriculture Road Entrance,2026-04-23,19:07:01,Accident,Minor,Lack of Attention,24,DISTRACTED: LOOKING AWAY!,31.5,51,2.5,Clear Sky,56,Free Flow
INC_104333,Qasr El Nil Bridge,2026-06-13,22:50:01,Accident,Major,Driver Fatigue,87,FATIGUE - YAWNING!,24.0,60,7.6,Clear Sky,2,Heavy Traffic
INC_104334,October Bridge - Mohandessin End,2026-07-03,16:14:01,Accident,Fatal,Fainting / Sudden Illness,205,SOS: FAINTING / EMERGENCY!,20.8,50,6.5,Clear Sky,10,Heavy Traffic
INC_104335,Ring Road - Maadi,2026-08-20,05:54:01,Accident,Major,Fainting / Sudden Illness,80,SOS: FAINTING / EMERGENCY!,37.5,41,7.5,Cloudy,12,Heavy Traffic
INC_104336,Cairo-Alex Desert Road - toll gate,2026-07-14,20:51:01,Accident (Other Driver),Minor,Unknown,19,SAFE & FOCUSED,36.2,42,5.1,Clear Sky,31,Moderate Traffic
INC_104337,October Bridge - Ramses,2026-03-30,14:45:01,Accident,Fatal,Fainting / Sudden Illness,129,SOS: FAINTING / EMERGENCY!,37.9,55,2.2,Clear Sky,4,Heavy Traffic
INC_104338,محور روض الفرج - الضبعة,2026-08-04,22:20:01,Accident,Moderate,Sudden Braking,48,STRESS / ANGER DETECTED!,32.7,30,4.4,Clear Sky,22,Moderate Traffic
INC_104339,Qasr El Nil Bridge,2026-08-12,22:11:01,Vehicle Breakdown,Moderate,Engine Failure,60,SAFE & FOCUSED,34.0,45,7.1,Clear Sky,21,Moderate Traffic
INC_104340,Corniche - Garden City,2026-03-10,16:49:01,Weather Condition,Minor,Engine Failure,27,SAFE & FOCUSED,12.6,99,1.6,Foggy,25,Moderate Traffic
INC_104341,Mahmoudia Axis - Smouha,2026-08-08,07:00:01,Accident,Moderate,Driver Fatigue,30,FATIGUE - YAWNING!,37.6,54,5.3,Clear Sky,19,Moderate Traffic
INC_104342,Axis 26 July - Juhayna Sq,2026-05-15,05:24:01,Accident,Major,Fainting / Sudden Illness,67,SOS: FAINTING / EMERGENCY!,36.1,59,5.9,Clear Sky,11,Heavy Traffic
INC_104343,Haram Street - Giza Square,2026-04-22,18:21:01,Accident,Minor,Sudden Braking,29,STRESS / ANGER DETECTED!,36.1,50,2.9,Clear Sky,72,Free Flow
INC_104344,Corniche - Silsela,2026-03-21,00:18:01,Accident,Major,Driver Fatigue,120,DROWSY - SLEEPING!,31.6,36,5.7,Cloudy,5,Heavy Traffic
INC_104345,Downtown - Tahrir Sq,2026-04-22,20:41:01,Accident,Moderate,Speeding,55,STRESS / ANGER DETECTED!,36.7,63,5.0,Clear Sky,26,Moderate Traffic
INC_104346,Kafoury Road,2026-05-11,04:42:01,Accident,Moderate,Speeding,46,STRESS / ANGER DETECTED!,33.5,51,7.7,Cloudy,32,Moderate Traffic
INC_104347,Ring Road - Shubra El Kheima,2026-03-06,21:19:01,Accident,Moderate,Driver Fatigue,41,DROWSY - SLEEPING!,34.5,63,3.9,Clear Sky,18,Moderate Traffic
INC_104348,October Bridge - Nasr City (Abbas El Akkad),2026-03-30,13:11:01,Accident,Moderate,Lack of Attention,60,DISTRACTED: LOOKING AWAY!,37.2,61,2.7,Clear Sky,27,Moderate Traffic
INC_104349,Axis 26 July - Juhayna Sq,2026-06-22,15:15:01,Accident,Moderate,Speeding,50,STRESS / ANGER DETECTED!,30.7,49,2.4,Clear Sky,23,Moderate Traffic
INC_104350,New Cairo - Sadat Axis,2026-03-12,14:52:01,Accident,Major,Fainting / Sudden Illness,69,SOS: FAINTING / EMERGENCY!,34.5,46,6.0,Clear Sky,4,Heavy Traffic
INC_104351,October Bridge - Doqqi,2026-04-10,12:09:01,Accident,Major,Driver Fatigue,60,FATIGUE - YAWNING!,26.8,37,7.6,Cloudy,7,Heavy Traffic
INC_104352,Agricultural Road - Damanhour,2026-04-14,01:23:01,Accident,Major,Phone Usage,65,DISTRACTED: PHONE USAGE!,20.4,49,4.9,Clear Sky,4,Heavy Traffic
INC_104353,Nasr City - Al-Ahly Club Area,2026-04-12,08:26:01,Accident,Fatal,Driver Fatigue,151,FATIGUE - YAWNING!,23.7,38,7.9,Clear Sky,13,Heavy Traffic
INC_104354,Zamalek - 26 July St,2026-07-26,19:07:01,Vehicle Breakdown,Moderate,Unknown,38,SAFE & FOCUSED,36.7,59,6.0,Clear Sky,33,Moderate Traffic
INC_104355,محور روض الفرج - شبرا,2026-03-30,05:48:01,Accident,Moderate,Driver Fatigue,44,DROWSY - SLEEPING!,34.2,39,2.4,Cloudy,22,Moderate Traffic
INC_104356,Cairo-Alexandria Desert Road - Smart Village,2026-05-07,17:24:01,Accident,Major,Phone Usage,83,DISTRACTED: PHONE USAGE!,30.8,63,6.4,Clear Sky,13,Heavy Traffic
INC_104357,Corniche - Citadel Qaitbay,2026-06-09,14:14:01,Accident,Fatal,Fainting / Sudden Illness,233,SOS: FAINTING / EMERGENCY!,35.4,41,2.3,Clear Sky,6,Heavy Traffic
INC_104358,Ring Road - New Cairo Entrance,2026-08-26,13:25:01,Accident,Major,Fainting / Sudden Illness,120,SOS: FAINTING / EMERGENCY!,25.6,33,5.4,Clear Sky,3,Heavy Traffic
INC_104359,Corniche - Camp Cesar,2026-08-17,21:23:01,Accident,Major,Driver Fatigue,107,FATIGUE - YAWNING!,35.6,34,3.6,Clear Sky,2,Heavy Traffic
INC_104360,Corniche - Silsela,2026-06-15,05:39:01,Accident,Major,Driver Fatigue,118,FATIGUE - YAWNING!,35.4,65,6.6,Clear Sky,0,Heavy Traffic
INC_104361,Haram Street - El Remaya,2026-08-29,03:41:01,Accident,Fatal,Fainting / Sudden Illness,202,SOS: FAINTING / EMERGENCY!,37.6,65,6.8,Clear Sky,8,Heavy Traffic
INC_104362,Haram Street - Giza Square,2026-04-17,06:49:01,Accident,Major,Phone Usage,110,DISTRACTED: PHONE USAGE!,24.7,32,3.8,Clear Sky,14,Heavy Traffic
INC_104363,Corniche - Ibrahimia,2026-06-29,04:33:01,Accident,Fatal,Driver Fatigue,165,FATIGUE - YAWNING!,28.7,39,7.9,Clear Sky,9,Heavy Traffic
INC_104364,Cairo Festival City Area,2026-08-29,03:35:01,Accident,Minor,Sudden Braking,25,STRESS / ANGER DETECTED!,29.9,50,5.8,Clear Sky,37,Moderate Traffic
INC_104365,Ring Road - Mounib,2026-06-01,20:48:01,Accident,Major,Phone Usage,61,DISTRACTED: PHONE USAGE!,33.4,58,5.6,Clear Sky,7,Heavy Traffic
INC_104366,Salah Salem - Panorama,2026-07-27,02:07:01,Accident,Major,Fainting / Sudden Illness,117,SOS: FAINTING / EMERGENCY!,34.3,58,7.0,Clear Sky,3,Heavy Traffic
INC_104367,Ring Road - Katameya,2026-06-23,18:09:01,Accident,Moderate,Lack of Attention,51,DISTRACTED: LOOKING AWAY!,30.5,46,6.6,Clear Sky,23,Moderate Traffic
INC_104368,King Faisal Street End,2026-03-15,03:13:01,Accident,Fatal,Fainting / Sudden Illness,135,SOS: FAINTING / EMERGENCY!,25.9,37,2.0,Cloudy,1,Heavy Traffic
INC_104369,Ring Road - New Cairo Entrance,2026-08-02,13:14:01,Accident,Moderate,Driver Fatigue,47,DROWSY - SLEEPING!,22.9,34,6.5,Clear Sky,33,Moderate Traffic
INC_104370,Shubra - Ahmed Helmy,2026-05-18,07:39:01,Accident (Other Driver),Moderate,Engine Failure,54,SAFE & FOCUSED,24.4,53,4.6,Clear Sky,15,Moderate Traffic
INC_104371,Giza - El Omraneya,2026-08-29,14:14:01,Accident,Moderate,Lack of Attention,43,DISTRACTED: LOOKING AWAY!,28.7,50,5.2,Clear Sky,32,Moderate Traffic
INC_104372,Cairo-Alexandria Desert Road - Sphinx,2026-03-05,11:42:01,Vehicle Breakdown,Moderate,Slippery Road,33,SAFE & FOCUSED,13.2,88,0.1,Foggy,32,Moderate Traffic
INC_104373,Abbas Bridge,2026-05-16,17:00:01,Accident,Moderate,Speeding,39,STRESS / ANGER DETECTED!,22.9,41,3.9,Clear Sky,32,Moderate Traffic
INC_104374,New Cairo - Sadat Axis,2026-07-12,08:59:01,Accident,Moderate,Driver Fatigue,54,FATIGUE - YAWNING!,34.1,43,6.3,Clear Sky,31,Moderate Traffic
INC_104375,Faisal Street - El Massaha,2026-08-31,05:49:01,Accident,Major,Driver Fatigue,95,FATIGUE - YAWNING!,30.0,63,4.1,Clear Sky,10,Heavy Traffic
INC_104376,Ring Road - Benha Exit,2026-05-16,02:14:01,Accident,Major,Driver Fatigue,100,DROWSY - SLEEPING!,30.5,50,2.5,Clear Sky,0,Heavy Traffic
INC_104377,Ring Road - New Cairo Entrance,2026-05-23,23:30:01,Vehicle Breakdown,Minor,Slippery Road,29,SAFE & FOCUSED,20.0,92,11.1,Rainy,20,Moderate Traffic
INC_104378,Ring Road - Mounib,2026-04-21,00:45:01,Accident,Fatal,Fainting / Sudden Illness,145,SOS: FAINTING / EMERGENCY!,27.4,40,5.4,Clear Sky,2,Heavy Traffic
INC_104379,Nasr City - Al-Ahly Club Area,2026-04-20,09:28:01,Accident,Major,Phone Usage,105,DISTRACTED: PHONE USAGE!,35.5,63,5.1,Clear Sky,5,Heavy Traffic
INC_104380,Downtown - Tahrir Sq,2026-06-10,10:23:01,Accident,Minor,Lack of Attention,15,DISTRACTED: LOOKING AWAY!,20.6,56,3.2,Clear Sky,34,Moderate Traffic
INC_104381,Faisal Street - El Talbeya,2026-05-13,15:25:01,Accident,Minor,Lack of Attention,27,DISTRACTED: LOOKING AWAY!,34.4,58,5.8,Cloudy,41,Free Flow
INC_104382,Ring Road - Al Salam City,2026-06-26,15:21:01,Accident (Other Driver),Moderate,Engine Failure,48,SAFE & FOCUSED,30.9,38,6.7,Clear Sky,16,Moderate Traffic
INC_104383,Nasr City - Al-Ahly Club Area,2026-03-20,17:03:01,Accident,Moderate,Sudden Braking,47,STRESS / ANGER DETECTED!,36.9,38,6.8,Clear Sky,27,Moderate Traffic
INC_104384,Axis 26 July - Juhayna Sq,2026-08-10,16:06:01,Accident,Moderate,Phone Usage,31,DISTRACTED: PHONE USAGE!,26.2,61,3.0,Clear Sky,32,Moderate Traffic
INC_104385,Corniche - Citadel Qaitbay,2026-08-08,22:31:01,Accident,Major,Driver Fatigue,105,DROWSY - SLEEPING!,20.0,52,7.0,Cloudy,8,Heavy Traffic
INC_104386,Ring Road - Mohandessin Axis,2026-07-21,14:20:01,Accident,Major,Fainting / Sudden Illness,119,SOS: FAINTING / EMERGENCY!,26.7,64,4.8,Clear Sky,10,Heavy Traffic
INC_104387,New Cairo - Teseen Street North,2026-03-26,03:41:01,Weather Condition,Moderate,Slippery Road,36,SAFE & FOCUSED,21.4,81,14.6,Rainy,27,Moderate Traffic
INC_104388,Tahya Masr Bridge,2026-07-25,16:08:01,Accident,Minor,Sudden Braking,17,STRESS / ANGER DETECTED!,37.2,51,4.0,Cloudy,60,Free Flow
INC_104389,Axis 26 July - Lebanon Sq,2026-06-23,02:08:01,Accident,Minor,Lack of Attention,28,DISTRACTED: LOOKING AWAY!,28.7,61,6.9,Clear Sky,63,Free Flow
INC_104390,Faisal Street - El Talbeya,2026-08-14,22:04:01,Accident,Minor,Lack of Attention,22,DISTRACTED: LOOKING AWAY!,32.7,58,4.1,Clear Sky,26,Moderate Traffic
INC_104391,Nasr City - Al-Ahly Club Area,2026-07-21,23:33:01,Accident,Fatal,Driver Fatigue,130,FATIGUE - YAWNING!,37.0,46,2.9,Clear Sky,8,Heavy Traffic
INC_104392,October Bridge - Zamalek,2026-05-05,15:17:01,Accident,Moderate,Lack of Attention,32,DISTRACTED: LOOKING AWAY!,28.7,34,7.6,Cloudy,35,Moderate Traffic
INC_104393,Alexandria Desert Road - Carrefour,2026-03-09,09:11:01,Accident,Major,Driver Fatigue,64,DROWSY - SLEEPING!,35.4,57,2.6,Clear Sky,6,Heavy Traffic
INC_104394,Alexandria Agriculture Road Entrance,2026-07-25,13:46:01,Accident,Major,Fainting / Sudden Illness,87,SOS: FAINTING / EMERGENCY!,28.6,47,6.9,Clear Sky,15,Heavy Traffic
INC_104395,Alexandria Agriculture Road Entrance,2026-05-25,12:26:01,Accident,Minor,Lack of Attention,19,DISTRACTED: LOOKING AWAY!,36.5,50,2.2,Clear Sky,57,Free Flow
INC_104396,Corniche - Camp Cesar,2026-07-10,17:29:01,Accident,Moderate,Phone Usage,60,DISTRACTED: PHONE USAGE!,28.9,44,6.8,Clear Sky,27,Moderate Traffic
INC_104397,Giza - El Omraneya,2026-08-26,01:08:01,Weather Condition,Moderate,Unknown,47,SAFE & FOCUSED,15.3,98,1.4,Foggy,25,Moderate Traffic
INC_104398,Haram Street - Al Arish,2026-08-16,17:18:01,Weather Condition,Minor,Unknown,17,SAFE & FOCUSED,15.3,83,14.0,Rainy,27,Moderate Traffic
INC_104399,Corniche - Ibrahimia,2026-08-14,14:29:01,Roadworks,Moderate,Engine Failure,40,SAFE & FOCUSED,25.0,53,4.2,Clear Sky,15,Moderate Traffic
INC_104400,Corniche - Montaza,2026-04-23,01:36:01,Accident,Moderate,Lack of Attention,53,DISTRACTED: LOOKING AWAY!,27.0,45,5.5,Clear Sky,21,Moderate Traffic
INC_104401,Corniche - Sporting,2026-06-23,20:16:01,Accident,Major,Driver Fatigue,74,DROWSY - SLEEPING!,37.0,39,3.3,Clear Sky,10,Heavy Traffic
INC_104402,Autostrad - Helwan,2026-05-08,11:38:01,Accident,Moderate,Lack of Attention,42,DISTRACTED: LOOKING AWAY!,26.7,60,7.8,Clear Sky,25,Moderate Traffic
INC_104403,Maadi - Degla,2026-08-13,08:08:01,Accident,Moderate,Phone Usage,50,DISTRACTED: PHONE USAGE!,26.8,50,3.2,Cloudy,17,Moderate Traffic
INC_104404,Autostrad - Nasr City,2026-05-18,17:29:01,Accident,Moderate,Driver Fatigue,31,DROWSY - SLEEPING!,22.7,41,6.2,Clear Sky,18,Moderate Traffic
INC_104405,Cairo Festival City Area,2026-03-21,21:52:01,Accident,Moderate,Lack of Attention,39,DISTRACTED: LOOKING AWAY!,29.3,56,3.3,Clear Sky,22,Moderate Traffic
INC_104406,October Bridge - Ramses,2026-08-17,01:15:01,Accident,Moderate,Speeding,47,STRESS / ANGER DETECTED!,27.1,60,4.3,Clear Sky,22,Moderate Traffic
INC_104407,Tahya Masr Bridge,2026-06-14,17:55:01,Accident,Moderate,Lack of Attention,51,DISTRACTED: LOOKING AWAY!,33.3,37,5.4,Clear Sky,35,Moderate Traffic
INC_104408,Abu Qir Road - Victoria,2026-05-05,13:49:01,Accident,Major,Fainting / Sudden Illness,115,SOS: FAINTING / EMERGENCY!,34.5,30,7.1,Clear Sky,13,Heavy Traffic
INC_104409,Axis 26 July - Juhayna Sq,2026-06-17,05:11:01,Accident,Major,Phone Usage,101,DISTRACTED: PHONE USAGE!,20.1,56,3.0,Clear Sky,11,Heavy Traffic
INC_104410,Kafoury Road,2026-07-06,23:43:01,Accident,Fatal,Fainting / Sudden Illness,180,SOS: FAINTING / EMERGENCY!,30.5,63,2.2,Clear Sky,0,Heavy Traffic
INC_104411,Salah Salem - Al Azhar,2026-08-16,01:00:01,Accident,Minor,Speeding,16,STRESS / ANGER DETECTED!,34.0,62,2.7,Clear Sky,22,Moderate Traffic
INC_104412,Abbas Bridge,2026-04-28,07:12:01,Accident,Major,Driver Fatigue,76,FATIGUE - YAWNING!,22.7,41,6.0,Clear Sky,12,Heavy Traffic
INC_104413,Giza - El Omraneya,2026-08-16,02:58:01,Accident,Major,Fainting / Sudden Illness,110,SOS: FAINTING / EMERGENCY!,21.6,40,2.7,Clear Sky,0,Heavy Traffic
INC_104414,Helwan University Area,2026-03-14,07:37:01,Accident,Moderate,Speeding,53,STRESS / ANGER DETECTED!,27.4,53,5.3,Cloudy,18,Moderate Traffic
INC_104415,Ring Road - Mounib,2026-08-11,18:03:01,Accident,Moderate,Driver Fatigue,31,DROWSY - SLEEPING!,32.0,35,8.0,Clear Sky,21,Moderate Traffic
INC_104416,Corniche - Sporting,2026-07-30,00:24:01,Accident,Minor,Lack of Attention,27,DISTRACTED: LOOKING AWAY!,20.5,56,3.4,Clear Sky,27,Moderate Traffic
INC_104417,Nasr City - Mostafa El Nahas,2026-05-28,16:47:01,Accident,Fatal,Driver Fatigue,153,FATIGUE - YAWNING!,22.8,43,2.4,Cloudy,6,Heavy Traffic
INC_104418,Faisal Street - El Talbeya,2026-03-09,04:01:01,Accident,Moderate,Driver Fatigue,37,FATIGUE - YAWNING!,21.0,34,2.5,Clear Sky,19,Moderate Traffic
INC_104419,Ring Road - Marg,2026-08-11,13:51:01,Accident,Minor,Lack of Attention,15,DISTRACTED: LOOKING AWAY!,35.3,38,6.9,Clear Sky,24,Moderate Traffic
INC_104420,Giza - El Omraneya,2026-08-14,19:19:01,Accident,Fatal,Driver Fatigue,226,FATIGUE - YAWNING!,20.3,57,6.7,Clear Sky,3,Heavy Traffic
INC_104421,Nasr City - Al-Ahly Club Area,2026-08-15,03:22:01,Accident,Major,Fainting / Sudden Illness,79,SOS: FAINTING / EMERGENCY!,29.6,40,3.4,Cloudy,8,Heavy Traffic
INC_104422,Borg El Arab Entrance,2026-06-25,00:02:01,Accident,Major,Phone Usage,82,DISTRACTED: PHONE USAGE!,25.6,46,6.2,Clear Sky,11,Heavy Traffic
INC_104423,Salah Salem - Panorama,2026-07-31,18:04:01,Accident,Major,Fainting / Sudden Illness,112,SOS: FAINTING / EMERGENCY!,29.5,63,5.6,Cloudy,10,Heavy Traffic
INC_104424,Ring Road - Mounib,2026-03-06,15:04:01,Accident,Moderate,Lack of Attention,60,DISTRACTED: LOOKING AWAY!,34.5,34,7.7,Clear Sky,25,Moderate Traffic
INC_104425,Mohandessin - Sudan St,2026-03-11,01:37:01,Accident,Moderate,Phone Usage,33,DISTRACTED: PHONE USAGE!,33.3,51,7.1,Clear Sky,32,Moderate Traffic
INC_104426,Ring Road - Marg,2026-05-16,07:40:01,Accident,Moderate,Speeding,37,STRESS / ANGER DETECTED!,29.1,56,3.3,Cloudy,19,Moderate Traffic
INC_104427,Agricultural Road - Benha,2026-05-08,06:37:01,Accident,Fatal,Fainting / Sudden Illness,198,SOS: FAINTING / EMERGENCY!,29.2,30,7.5,Clear Sky,6,Heavy Traffic
INC_104428,Nasr City - Mostafa El Nahas,2026-07-24,18:01:01,Accident,Major,Phone Usage,71,DISTRACTED: PHONE USAGE!,34.9,35,5.1,Clear Sky,1,Heavy Traffic
INC_104429,Tahya Masr Bridge,2026-07-30,21:21:01,Accident,Major,Fainting / Sudden Illness,87,SOS: FAINTING / EMERGENCY!,20.7,64,5.0,Clear Sky,7,Heavy Traffic
INC_104430,October Bridge - Al-Manial,2026-04-28,22:09:01,Vehicle Breakdown,Moderate,Slippery Road,51,SAFE & FOCUSED,15.4,90,0.7,Foggy,30,Moderate Traffic
INC_104431,Mahmoudia Axis - Smouha,2026-08-16,13:22:01,Accident,Minor,Lack of Attention,22,DISTRACTED: LOOKING AWAY!,25.7,32,7.3,Cloudy,52,Free Flow
INC_104432,Corniche - Garden City,2026-06-19,23:41:01,Accident,Moderate,Driver Fatigue,30,DROWSY - SLEEPING!,27.4,50,6.3,Clear Sky,32,Moderate Traffic
INC_104433,Corniche - Maadi,2026-08-16,02:49:01,Accident,Minor,Speeding,19,STRESS / ANGER DETECTED!,29.9,49,2.4,Cloudy,25,Moderate Traffic
INC_104434,Abu Qir Road - Victoria,2026-03-13,22:10:01,Accident,Minor,Speeding,30,STRESS / ANGER DETECTED!,28.8,50,7.1,Clear Sky,72,Free Flow
INC_104435,Heliopolis - Merghany,2026-08-27,19:00:01,Accident,Fatal,Fainting / Sudden Illness,155,SOS: FAINTING / EMERGENCY!,36.7,56,5.6,Clear Sky,1,Heavy Traffic
INC_104436,October Bridge - Nasr City (Abbas El Akkad),2026-04-21,04:47:01,Accident,Minor,Lack of Attention,20,DISTRACTED: LOOKING AWAY!,31.7,64,6.2,Clear Sky,64,Free Flow
INC_104437,Corniche - Silsela,2026-07-27,10:13:01,Accident,Moderate,Driver Fatigue,45,DROWSY - SLEEPING!,24.4,52,2.8,Cloudy,29,Moderate Traffic
INC_104438,Ring Road - Mohandessin Axis,2026-05-19,03:29:01,Accident,Moderate,Lack of Attention,49,DISTRACTED: LOOKING AWAY!,30.5,55,4.3,Clear Sky,32,Moderate Traffic
INC_104439,Corniche - Maadi,2026-03-13,23:59:01,Accident,Moderate,Lack of Attention,33,DISTRACTED: LOOKING AWAY!,31.9,50,2.5,Clear Sky,23,Moderate Traffic
INC_104440,Axis 26 July - Juhayna Sq,2026-06-10,14:18:01,Accident,Major,Fainting / Sudden Illness,87,SOS: FAINTING / EMERGENCY!,27.3,59,6.5,Clear Sky,4,Heavy Traffic
INC_104441,October Bridge - Nasr City (Abbas El Akkad),2026-04-08,18:13:01,Accident,Moderate,Driver Fatigue,53,DROWSY - SLEEPING!,21.0,51,5.4,Clear Sky,22,Moderate Traffic
INC_104442,New Cairo - American University,2026-08-30,10:48:01,Accident (Other Driver),Minor,Slippery Road,22,SAFE & FOCUSED,18.6,92,2.8,Foggy,57,Free Flow
INC_104443,Axis 26 July - Lebanon Sq,2026-04-30,22:14:01,Accident,Minor,Sudden Braking,15,STRESS / ANGER DETECTED!,37.6,61,4.0,Cloudy,45,Free Flow
INC_104444,Ring Road - Benha Exit,2026-04-28,16:35:01,Accident,Major,Phone Usage,111,DISTRACTED: PHONE USAGE!,36.7,61,4.2,Clear Sky,13,Heavy Traffic
INC_104445,Shubra - Ahmed Helmy,2026-03-30,00:31:01,Accident,Fatal,Fainting / Sudden Illness,173,SOS: FAINTING / EMERGENCY!,37.2,36,5.6,Clear Sky,14,Heavy Traffic
INC_104446,Nasr City - Makram Ebeid,2026-07-18,12:34:01,Vehicle Breakdown,Minor,Engine Failure,28,SAFE & FOCUSED,25.1,63,7.9,Cloudy,49,Free Flow
INC_104447,محور روض الفرج - شبرا,2026-07-13,22:37:01,Accident,Moderate,Lack of Attention,59,DISTRACTED: LOOKING AWAY!,21.7,61,2.8,Cloudy,24,Moderate Traffic
INC_104448,Corniche - Roushdy,2026-07-14,15:43:01,Accident,Fatal,Driver Fatigue,133,FATIGUE - YAWNING!,32.4,56,7.6,Clear Sky,1,Heavy Traffic
INC_104449,Nasr City - Al-Ahly Club Area,2026-04-16,14:57:01,Accident,Moderate,Lack of Attention,45,DISTRACTED: LOOKING AWAY!,28.2,57,6.5,Clear Sky,24,Moderate Traffic
INC_104450,Cairo-Alexandria Desert Road - Smart Village,2026-06-07,18:18:01,Accident,Minor,Sudden Braking,22,STRESS / ANGER DETECTED!,28.0,51,6.5,Clear Sky,38,Moderate Traffic
INC_104451,Corniche - Sporting,2026-04-27,20:12:01,Accident (Other Driver),Moderate,Unknown,34,SAFE & FOCUSED,33.5,45,6.8,Clear Sky,35,Moderate Traffic
INC_104452,Corniche - Citadel Qaitbay,2026-04-03,15:05:01,Accident,Moderate,Driver Fatigue,38,FATIGUE - YAWNING!,29.1,44,6.1,Clear Sky,34,Moderate Traffic
INC_104453,Faisal Street - El Talbeya,2026-08-04,14:41:01,Accident,Moderate,Driver Fatigue,54,DROWSY - SLEEPING!,31.0,62,3.7,Clear Sky,28,Moderate Traffic
